0 0 0 0 0 0 0 0 0 22 118 24 0 0 0 0 0 48 88 5 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 12 100 212 205 185 179 173 186 193 221 142 85 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 85 76 199 225 248 255 238 226 157 68 80 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 91 69 91 201 218 225 209 158 61 93 72 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 79 89 61 59 87 108 75 56 76 97 73 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 75 89 80 80 67 63 73 83 80 96 72 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 77 88 77 80 83 83 83 83 81 95 76 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 89 96 80 83 81 84 85 85 85 97 84 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 93 97 81 85 84 85 87 88 84 99 87 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 95 87 84 87 88 85 87 87 84 92 87 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 97 87 87 85 88 87 87 87 88 85 107 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 17 100 88 87 87 88 87 87 85 89 77 118 8 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 10 93 87 87 87 87 87 88 87 89 80 103 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 9 96 87 87 87 87 87 88 87 88 87 103 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 12 96 85 87 87 87 85 87 87 88 89 100 2 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 20 95 84 88 85 87 88 88 88 89 88 99 8 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 21 96 85 87 85 88 88 88 88 89 89 99 10 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 24 96 85 87 85 87 88 88 89 88 91 102 14 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 25 93 84 88 87 87 87 87 87 89 91 103 29 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 30 95 85 88 88 87 87 87 87 89 88 102 37 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 34 96 88 87 87 87 87 87 87 85 85 97 38 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 40 96 87 85 87 87 87 87 87 85 84 92 49 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 46 95 83 84 87 87 87 87 87 87 84 87 84 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 72 95 85 84 85 88 87 87 89 87 85 83 63 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 64 100 84 87 88 85 88 88 84 87 83 95 53 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 10 102 100 91 91 89 85 84 84 87 108 106 14 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 8 73 93 104 107 103 103 106 102 75 10 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 1 0 0 0 18 42 57 56 32 8 0 0 1 0 0 0 0 0 0 0
